collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Perhiasan,cincin,Cincin kawin emas kuning 14 karat,,4201093.525026574,8289970.759065438,True,6198.0,387662,5302694,1018929,1461353,5125287,26416649,1780237,2418842.388578424,0,3870439,3571972,2325353,3734213,4692111,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,4201093.525026574,6066337.905412512,True,5174.0,1801247,0,1423846,1065168,2258790,15973220,3358962,1142296.2356516686,0,0,2451767,840985,0,66140,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 199 m2 Palembang,Bekas,903643932.0,1562402590.9995046,True,,1462482,0,1397729,1122263,0,24384971,0,1996179.5195772762,0,3906132,1894129,0,4465599,1173378,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,12740431.846958894,20264990.74761652,True,4347.0,251762,7996076,808716,1043776,9316753,32472500,0,2106035.388433537,0,0,0,0,151518,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,16378024.341245424,33518435.17162535,True,3795.0,957872,0,1021175,1024912,8423817,15561139,4559525,1352792.6220294577,0,4833290,0,3343338,1449497,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,22846156.492978394,38152041.30941203,False,8998.0,1663375,0,1350911,396867,0,14712339,2515172,1392576.5129933874,18260478,0,3769242,4738903,3278369,4147849,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,12165245.940480487,21009366.979129713,True,2454.0,1606663,0,1114385,1428214,0,21566224,1793873,1904363.041935443,0,0,1150318,0,191521,449060,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,15211444.81430461,44299095.86754411,True,1572.0,1292321,3570345,1283466,1039033,2300043,7742749,2489512,722830.764911831,0,0,0,1188596,0,1466427,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2632 m2 perkotaan Semarang,,19026749056.0,19328333481.491188,True,4399.0,1388446,4340000,1132662,748678,0,13643753,1938681,1117814.8143346037,0,3156299,2332445,0,3573322,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1207788.4781896397,2859537.2744020605,False,,1712492,561759,1409677,947174,0,31504545,2221300,3131925.0190112577,0,5957,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Bekas,36472403.04897301,86442252.33335532,True,2678.0,781766,6243570,1166802,589028,0,9469606,0,697968.1178172792,0,1409365,0,3098184,0,0,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,842911.8845605578,618275.4118574879,True,4860.0,330767,0,1314048,854344,0,14268132,0,1294835.2327212177,6497410,286881,1510142,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5362700.0688376855,4894023.397334439,False,4534.0,1059071,0,820621,555563,7894468,16229575,0,1307742.7704804377,5338921,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 260 m2 Sidoarjo,Bekas,778183719.0,1893521898.4328485,True,3129.0,975141,0,1176892,1141873,0,27155784,4654340,2511367.7068820545,6486117,0,0,0,0,3904858,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,26580744.676209476,64549578.03803361,False,1262.0,1462125,5817910,1354288,754977,0,29454495,1564286,1931594.5087483542,8217752,0,0,0,3297470,1220403,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat,,20356663.833323233,43599069.840586096,True,8366.0,1394294,0,1290408,704544,7224129,5466090,0,411725.0436028047,14748244,901507,0,0,0,997448,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 108 m2 Depok Timur,Bekas,612161535.0,1767124310.740974,True,1856.0,1708368,0,1053367,753295,0,26225385,2975669,2419209.746947864,0,0,0,2293119,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,36312596.81371517,40257260.99019344,True,5837.0,1360047,577149,1201488,485096,8817323,11688584,2979709,1025917.7771258244,0,0,0,1219620,3787453,2168497,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Bekas,26295868.29323529,31746388.37250724,False,6283.0,229859,8838546,1154035,465131,3965773,9148807,3468568,568045.8397662435,0,4334304,4518385,3216137,0,4869692,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2430 m2 pedesaan Mojokerto,,10046725650.0,8590484613.425678,True,4750.0,505291,3010199,822144,759691,8721187,32807819,3063615,2119700.200179844,0,1272137,0,2011161,4753139,1207673,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 14 karat,,4713544.868664825,13520484.431025118,True,1441.0,826914,2630992,1158401,1346583,4226724,5912557,4356525,566633.5345428044,3177361,0,0,3893131,0,4208476,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,10635387.731864043,16953720.659654655,True,2359.0,735124,7216021,1267947,1378250,0,6670155,0,506475.87361566693,0,0,0,4529275,18655,2264738,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,18609984.365790643,42165300.742122814,True,9150.0,1003768,0,1313999,946226,0,10483575,0,564015.5066553036,0,0,0,0,0,4561771,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,11432386.625984287,23306473.345655445,True,1424.0,728059,0,1259064,1337324,0,5733301,2170765,313767.5353504092,0,3566707,0,2434827,0,2032992,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,28326229.661052477,80143376.65853295,True,8101.0,1505302,3507105,1156675,681089,0,21522294,0,1868405.664926614,0,0,0,1669078,1882888,2391178,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1634 m2 pinggiran kota Surabaya Utara,,16849945256.0,27617867896.036263,True,6331.0,329488,1463005,1284825,1416169,0,32037295,0,2289764.371954263,0,0,0,1355306,3863045,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4070 m2 pinggiran kota Medan Utara,,33793104180.0,73953829958.69934,True,,1727148,7290789,1248342,1187471,4586371,13824135,0,1117373.841737608,13193924,4121271,0,2828282,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 239 m2 Medan,Bekas,764665326.0,2043263977.1798575,False,9157.0,476075,3862242,1328666,773909,0,16163235,4655266,810316.8676216409,8661750,3849780,4082789,0,4826779,1232143,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Baru,1311027602.5060768,3780172173.828703,False,6740.0,1879559,3797353,888284,1109418,0,23331079,1982427,1627834.0226139498,3056866,0,1188120,3305006,2425557,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Baru,238712385.41637856,342719391.2836586,True,4420.0,571127,4643355,1434957,1158734,0,15209041,0,1049106.6815559743,0,1684328,1380132,2095097,2622882,4485169,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 135 m2 Depok Barat,Baru,563343829.0,468719128.700088,True,8181.0,1311916,7099312,1238467,702477,0,33720035,0,1842573.1908570223,17070858,0,3150088,0,0,2124556,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 500 gram,,563343829.0,500654949.7609408,True,6221.0,713705,0,822610,904130,9396735,22083143,0,1123221.1538826537,17772980,0,2973452,1406773,2188860,2557603,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,24168880.7194246,40200068.15260562,True,5048.0,555770,1030166,1195674,862697,0,25906837,0,1405166.2664602087,17686176,0,2373791,3701152,0,139355,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,29516269.886473373,43811021.23115094,False,5129.0,390504,0,1391731,1325859,4995779,16830695,4391529,1440463.6636265696,0,2917644,58351,3833584,3297333,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Huawei P50 Pro,Baru,15897675.99429178,43081007.651767105,True,9142.0,1735015,0,1325618,944266,6415974,27077655,0,2323572.4518910893,0,0,4612391,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1706 m2 pedesaan Sidoarjo,,8811693014.0,20313845235.974754,True,4621.0,1059702,1398609,1461741,1183904,0,18793245,3285136,1188695.234153312,2354888,4415283,430613,0,3978432,1095266,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,22527676.4166449,56545400.90234296,True,4148.0,702459,0,1417748,827139,2362574,16925267,0,1415303.446308891,0,4806861,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2807 m2 pedesaan Depok Timur,,13687493400.0,40070605310.22583,True,8860.0,257852,0,1209800,519777,8894681,26342859,1309010,2091019.9734031206,7918108,3562181,0,2750895,4247019,4348363,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,5586278.284271358,9824270.684769709,True,7439.0,1160003,3366271,889825,938980,0,8286496,0,745113.0834121329,10885705,0,849293,0,536453,3313852,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Bekas,287852867.04249567,468587587.54910505,True,4845.0,1809704,1526791,877489,679716,0,32174500,0,2053837.5673436895,4758679,0,2436558,1277945,3564932,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,HP Spectre x360 14,Baru,16446066.622469313,49073330.082746156,True,3790.0,1340248,5376866,923692,1240123,5581461,26558210,3995631,1917744.5768863428,15908515,2902432,0,607286,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 111 m2 Surabaya Barat,Baru,1426754032.0,2168172845.6179843,True,9758.0,683587,0,878691,395892,0,13283239,0,911821.6309757263,0,3043233,0,1950859,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 250 m2 Palembang,Bekas,560596560.0,389598756.8911873,True,4471.0,1654831,0,809639,436482,3248601,11475268,0,1137524.86416712,10176794,0,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,13368749.97610461,36208978.51961266,True,8292.0,312072,8452314,1218736,917464,8737602,13262152,0,1239689.6945252337,0,0,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,33888755.771974705,100748412.39383821,True,6934.0,208439,0,955808,980774,0,9628208,0,514906.1581024807,10040105,0,0,4201716,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,11549019.862608565,9207706.26912151,True,2177.0,1314629,0,1095097,1346911,0,18776991,4967508,1470194.4882516284,3151887,0,0,2498736,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14097535.571096608,41591625.36162864,True,5925.0,1950970,5495796,791007,1140444,4080879,11076411,0,935502.7612124836,0,0,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3279 m2 pinggiran kota Surabaya Selatan,,30374003289.0,79119782676.12177,True,4455.0,419572,0,839693,1071252,0,18994307,1474737,1192617.0519818952,13339898,3570632,803434,3053632,3851465,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 251 m2 Tangerang Selatan,Bekas,915099847.0,2402447315.766088,True,9005.0,956789,0,991179,493344,8429256,19142756,0,1538147.4489290295,0,0,4930970,1028881,743512,2004559,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,915099847.0,892723321.4806733,True,,802673,0,897519,1306294,0,9224222,0,602157.572371838,2670630,0,4239486,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,5420442.656175074,6235368.860845378,True,7616.0,1545177,0,1427436,928761,3541924,24328018,1590946,1461309.1877781192,0,2084464,1095846,3814552,1457921,2769721,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,542548.3486331836,631357.0389035677,False,5100.0,337804,7332920,1458519,746208,0,7837149,0,623994.5249407804,17674189,3807597,0,0,0,1916788,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3090 m2 perkotaan Batam,,32906423520.0,97277777889.89502,True,8888.0,1002784,2876913,1029990,853244,0,13783696,1074677,1070083.2545498172,13705419,0,3251202,108420,3838452,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Avanza,Bekas,285319730.2307869,195478003.2657056,False,6843.0,1878366,3869710,1378841,913378,0,27808366,1453000,2695700.410309534,0,0,4413867,3197858,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,16213894.790228382,44526937.89065852,True,5361.0,1875820,0,1399029,1139441,5195088,25986024,1468951,1732819.342530323,6987469,3886914,3300813,3122015,2552130,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,30154679.047590457,65843035.64128857,True,9456.0,852400,6733996,1436681,840604,0,33906189,0,1847718.176867081,0,0,4187710,396310,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 186 m2 Yogyakarta,Bekas,815517706.0,2230198200.8105474,True,2590.0,321530,0,1492461,619752,0,30391518,0,1907217.3303490013,0,0,0,1273687,3448934,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,10546805.06393603,29717726.746053427,True,7068.0,1702278,5802226,776459,957915,0,13645234,0,1151176.9318160596,9934383,2823931,622858,825274,1925488,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Bekas,1699316687.536868,3636289395.022252,True,3227.0,307595,0,814195,786605,0,13907824,4748869,966607.063747607,12523604,0,0,272647,3051565,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang mutiara multi dengan desain chevron,,7266356.046149858,4809845.507921222,False,4213.0,399126,8207084,767914,1433613,7082477,33865812,1477362,3083981.89671347,18157081,506461,3540331,0,2546009,1479864,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,13368525.637827668,27592565.09670061,True,2754.0,1359417,6740332,1322736,1379775,0,21772151,0,1719960.2324564804,16504397,463949,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,34553995.9310816,55876418.358908,True,2377.0,1560739,7866269,798881,499467,3219656,9719748,0,788794.3871699945,0,2694188,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,24274459.61178489,61897927.444433935,True,9605.0,1849481,2373531,1218711,758499,7699851,15210047,0,927943.034465591,0,794162,0,0,3845779,3008848,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,40268297.483020924,99420801.75060974,True,7710.0,1719719,6407487,1162087,1339660,0,23474830,4230060,1723932.2029937517,0,4656765,0,775061,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,24447036.051373873,40532204.59476809,True,4646.0,1776935,2951769,1149877,445617,0,21413508,0,1518005.139683892,9539313,3850043,0,2155427,1627480,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Baru,1639925896.208344,1474169118.262435,True,9664.0,1923115,0,1139935,434634,0,7387772,1157224,526046.0993356355,0,4174334,4283199,0,2121665,3151085,2,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,1639925896.208344,3543549217.322302,True,8190.0,1139885,2599358,1267891,720638,3085697,17741993,1824697,1468626.8414065728,5502580,361195,1896297,0,1302112,4885419,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 181 m2 Gresik,Bekas,906445428.0,2521468484.429654,True,4514.0,1956976,8572969,862727,700970,0,14682725,0,1330033.8441004972,0,0,1363812,4630808,0,1199479,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,13030259.656067617,36787935.26657243,True,3684.0,1485357,0,1326082,859654,0,18520662,3490142,1700584.1247738018,7750175,0,0,0,0,2313083,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,14598464.115453389,22438617.00994444,True,,593683,6835816,915978,526941,0,23924828,0,1617661.9911844337,0,0,3084170,4647989,4444481,1090143,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin solitaire emas kuning 18 karat dengan berlian berbentuk hati,,15366405.32095572,18967246.874544293,True,,1335518,7703873,902237,1074176,0,17734090,1587304,1374757.1721491853,8750452,3540727,579643,4759331,889571,3092307,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,19767249.714709185,12117224.07325124,False,9566.0,1831748,8740219,778383,1418131,6703615,22854166,0,2034644.6283701484,6552774,0,2809576,2779676,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,19217024.950583458,55771273.98797941,True,8375.0,531013,0,1181161,1370308,0,33528567,4593998,2722748.125497527,0,2039236,1531405,0,26407,3815164,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,12404766.506892826,32955319.474268083,True,6206.0,1904324,0,777036,667823,8941991,12766701,1100488,924144.9807635102,0,2242888,0,2831319,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,21590998.612591483,28595222.237422872,True,1262.0,1214520,0,1170750,907007,0,11940442,2127287,1138639.6104872674,6827896,448810,0,552852,0,1318166,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,8533803.063013498,9313373.227378093,True,1463.0,614811,2471354,830161,1172346,0,9491588,0,657625.4231695697,0,1326208,0,3778457,0,2253115,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,16408399.596096125,32667241.789602377,True,5754.0,660517,0,1094677,504148,0,20724980,3108955,1445311.3647727782,4121003,0,3384976,1618223,80790,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,11898776.151065234,16034734.781666279,True,8028.0,1275790,7911755,1486967,1388373,7557095,21345216,0,1164145.157888486,16114508,0,0,755988,301822,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,27044694.074835163,30750194.19844619,True,,1681665,6999095,762315,488777,9048443,20377210,1714201,1073367.198816363,17876711,4310350,874590,1123709,801245,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1100982.8409639287,1022442.6203833255,True,5381.0,1086323,0,1034439,1346059,0,30514854,0,1737649.022784377,0,4467424,686681,0,163264,3166118,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,21908997.934750564,22875446.296085197,True,9139.0,291621,3142259,880641,435003,0,5511403,0,344257.6350308464,0,0,0,3900203,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,25154545.477440193,47477874.952902436,True,5595.0,1892871,6765093,1069123,985012,8211348,18628747,2644584,1724891.911394346,14220436,0,4586344,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,16822672.16671834,45871915.12532203,True,9851.0,1433048,9962703,778532,1258317,0,22017761,3936409,1133992.0877944117,8195331,1089491,179204,2973749,1270879,211595,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,16822672.16671834,36026695.84498694,True,5565.0,1856063,6526850,1135861,1103354,9070124,22205834,0,1245532.0855772654,18757584,337154,0,0,0,1118847,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2295 m2 pedesaan Bantul,,7097847480.0,12076446340.700253,True,9967.0,812842,6562634,1294044,1075183,0,27104384,0,2120270.5636149785,12826545,3989938,2841055,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,10053569.329353504,21497432.590413414,True,8839.0,1802574,0,1343243,1082845,0,34624754,0,2788343.7895088675,0,0,723850,0,0,4610912,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Rush,Baru,255975373.6060186,411465769.2612678,True,,1882742,0,1050930,560071,8494383,28802848,0,2629308.4221237246,0,0,2586079,271969,0,2454289,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,12852476.12403228,26125177.422313787,True,9328.0,1726286,0,824119,1358897,0,25018973,3933092,1777187.9222383853,0,1149934,3687084,4108342,4041507,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Bekas,18065150.691348523,44953491.51764377,True,9939.0,1208377,0,750456,1296636,0,14917817,0,777160.1988623578,0,0,2995059,4432775,0,629763,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Baru,29508678.174352385,36493071.1617237,True,1012.0,1255334,2781660,1433340,906711,0,26237055,4251469,2222322.9023806755,0,273916,78531,4982053,1592127,899956,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,919800.8971780712,867268.6310410951,True,6354.0,1185505,0,1397576,1239006,0,31228081,2397546,2183454.599776905,15216538,2052015,0,0,0,757356,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,iPhone 14 Pro Max,Baru,29865407.072175704,33452454.702174097,True,3029.0,771545,5640196,1303748,740682,6678057,24638485,1287703,2229010.7148324833,0,0,4893599,0,0,2716683,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,21144700.5943695,28198469.28257411,True,,1721243,0,1317380,514240,4899782,9350432,1724679,714894.8569002968,13304366,2315200,2687066,4866255,506378,1530931,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1049232.4863449312,982705.1239263271,True,7936.0,1131252,0,1493575,1461962,5906779,28927369,0,2099739.371552822,0,0,1101262,3828207,0,2587693,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Bekas,9844104.132860836,20097403.314815063,True,4603.0,426352,2416489,1416334,1077699,9942129,6542757,1541512,629536.465179538,0,2817403,0,0,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,40714471.44829802,103864293.73900667,True,8770.0,1570135,0,984158,548832,0,25805311,4864988,1575157.9124554012,19414347,0,1947348,4935584,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 125 m2 DKI Jakarta,Baru,2572641536.0,3581608678.298757,True,6304.0,684988,5396032,862200,743088,5582763,28149835,0,1504797.3284376836,0,185608,0,1304800,22505,1576315,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,776976.6004689322,1000926.6028452832,True,4427.0,1892105,1444434,874813,687880,0,7979474,2622148,646426.4669301418,0,96246,0,2695733,2480106,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,6064618.690613011,7188837.021062601,True,,721776,0,1495543,1039210,7193486,20514190,1780705,1997306.80532212,0,2514318,3563047,2756757,2523598,1135089,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,13310238.524734821,16330830.434075985,True,1126.0,1524669,0,990974,751013,5380772,21772740,1573911,2096401.3780992369,0,1454032,4186388,0,4247991,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
