debtor_name,CreditScore,Gender,debtor_age,Tenure,arrear_amount,loan_amount,Efficient_HumanResources,debtor_occupation
3797,602,1,37,3,2,153122.73,0,2
998,649,1,39,3,1,60335.24,0,1
5511,679,0,40,7,2,163757.29,0,2
3795,639,1,34,7,2,156648.81,0,2
6540,790,1,50,8,1,176471.78,1,2
3787,565,1,32,9,2,5388.3,0,2
4395,478,0,50,2,1,93332.64,1,2
4028,825,1,29,3,2,71192.82,0,1
6364,528,0,32,0,1,170309.19,0,4
4099,577,1,35,5,1,109794.31,0,2
4103,663,1,24,7,2,166310.82,0,4
5698,505,0,25,5,2,126728.27,0,1
6561,633,1,29,6,1,30338.94,0,1
196,586,0,38,6,2,37935.83,0,4
6370,850,0,35,9,2,25329.48,0,1
1855,629,0,37,1,2,49676.33,0,2
602,744,1,56,9,2,169498.61,0,2
2282,750,1,36,7,3,26500.29,1,1
6585,637,1,28,3,1,166458.41,0,2
596,575,0,40,1,1,181294.39,0,1
198,671,1,58,1,1,21768.21,0,3
3161,571,1,40,5,2,72849.29,0,3
6704,590,1,41,1,1,24499.97,0,0
2258,619,1,38,3,1,98994.92,0,2
4316,640,0,30,5,1,141446.01,0,2
3724,670,1,38,7,2,77864.41,0,1
631,737,0,33,4,2,115115.32,0,2
635,555,1,32,10,2,168605.96,0,0
971,742,1,33,6,2,38550.4,0,0
6544,618,0,40,0,1,160618.61,1,3
5675,560,0,35,1,2,3701.63,0,1
823,654,1,38,8,2,88659.44,0,4
1018,787,0,42,2,2,44273.91,0,3
4055,611,0,53,7,2,156495.39,1,1
2705,559,1,34,0,1,182988.94,0,1
95,481,1,37,8,2,175082.2,0,3
6109,753,1,32,5,1,148811.14,0,0
2280,675,1,32,1,3,85901.09,0,1
6428,748,0,31,1,1,199255.32,0,3
5244,610,0,46,5,1,107973.44,0,1
472,580,1,32,9,2,128028.6,0,0
6469,624,0,40,3,2,104610.86,0,1
3512,709,0,36,8,2,69676.55,0,1
3895,605,0,34,2,1,35982.42,0,1
4046,706,1,53,7,2,117939.17,0,2
4687,567,1,40,8,1,95140.62,0,0
4304,747,0,21,4,2,167682.57,0,0
4556,664,1,57,1,2,56562.57,0,2
6496,711,0,39,3,1,90305.97,0,4
4290,609,1,25,10,1,109895.16,0,2
4696,632,1,28,7,1,1843.24,0,1
880,725,0,36,1,1,102747.02,0,2
4271,850,0,34,9,2,97465.89,0,0
4476,682,1,40,4,1,105352.55,0,0
5363,797,1,37,4,1,85801.77,0,1
570,668,1,38,1,1,69370.05,0,0
1247,783,0,41,5,1,176945.96,0,4
3800,766,0,28,4,1,21597.2,0,4
632,704,0,36,2,2,152039.67,0,3
1867,722,1,40,6,2,111893.09,0,2
6167,692,0,34,7,2,195074.62,0,1
71,584,0,35,2,2,15959.01,0,0
6148,644,0,51,4,1,72628.84,1,0
5283,598,0,50,5,3,64157.24,1,0
2435,733,1,48,7,1,23860.5,0,1
593,615,1,58,3,1,85687.09,1,0
3483,850,0,39,2,2,179451.42,0,4
4030,521,1,43,8,1,93180.09,0,2
4087,675,1,69,1,2,157097.09,0,2
2461,746,1,58,3,3,80344.96,1,1
4459,770,0,33,4,1,26080.54,1,4
870,618,1,30,3,1,31406.93,0,3
6637,556,1,36,7,2,32044.64,0,3
512,749,0,27,9,2,132734.87,0,2
1256,702,1,43,6,1,61602.42,0,1
1255,555,1,42,6,1,41304.44,1,0
4181,587,1,47,6,1,57962.41,0,4
6147,639,1,38,3,1,42862.82,0,2
1352,643,1,33,4,2,152992.04,0,4
4412,600,0,41,1,2,91193.65,0,3
4331,651,1,53,7,2,130132.41,0,1
6294,666,0,27,4,2,88751.45,0,2
2343,520,0,39,6,1,104118.93,0,3
4259,650,0,50,7,1,42028.16,0,1
2248,564,1,33,3,1,75632.78,0,2
5672,586,1,64,1,2,53710.23,0,4
5595,617,0,35,5,2,13066.3,0,3
6366,712,0,30,6,2,152417.97,0,0
5864,654,1,55,3,1,3299.01,0,1
1032,605,1,27,9,2,198091.81,0,1
2381,491,0,36,0,1,103934.12,0,1
4681,707,0,35,9,2,70403.65,0,2
542,638,1,34,5,1,102179.86,0,3
1039,683,1,43,2,2,30375.18,0,0
195,815,0,38,2,1,184796.84,0,1
2086,645,1,38,1,1,166264.89,0,1
16,645,1,49,4,1,88391.97,0,4
6104,683,1,30,4,1,115186.97,0,0
3969,705,0,37,10,2,13935.53,1,4
5583,647,1,35,4,1,83910.4,0,3
4556,786,0,33,0,1,34712.34,1,0
6541,534,1,41,9,2,13871.34,0,3
4132,602,0,42,1,1,139494.75,0,2
4682,695,0,42,0,2,140724.64,0,3
6095,553,0,25,7,2,20682.46,0,0
2275,516,0,31,3,2,124202.26,0,4
6147,655,0,34,3,2,159638.77,0,2
4535,849,0,49,9,1,171056.65,1,1
4303,520,1,43,3,3,25333.03,1,4
6109,568,0,46,3,2,29372.62,0,0
4051,695,1,32,9,3,38533.79,0,4
4432,807,0,28,7,3,156122.13,1,1
4136,642,0,36,2,3,57904.22,1,3
3483,703,1,39,1,1,31257.1,1,0
2434,556,1,38,2,1,193214.05,0,1
638,585,0,30,6,2,137757.69,0,0
1025,587,0,49,7,2,13308.2,1,4
596,524,0,32,6,1,132861.9,1,1
2282,556,0,31,1,2,125083.29,0,3
4011,504,1,44,4,1,12405.2,0,1
2522,731,0,26,3,2,37697.29,0,2
6329,651,1,34,3,2,105599.65,0,2
5462,675,0,40,8,1,142783.98,1,1
4102,657,0,22,6,3,168412.07,1,0
480,686,1,33,9,2,184036.47,0,2
6419,690,0,35,9,2,48478.47,0,4
3757,567,1,36,7,2,3896.08,0,1
71,557,1,57,1,1,132370.75,1,4
1852,446,0,45,10,1,128260.86,1,2
891,850,1,31,1,2,106534.15,0,3
6172,637,1,41,2,2,102515.42,0,0
5577,499,1,60,7,2,83643.87,0,1
2669,622,0,34,7,1,138906.85,1,1
3532,684,1,37,1,2,29995.83,1,1
4630,612,1,32,3,1,164081.42,0,4
4306,813,0,29,5,1,187976.88,1,3
4064,850,1,44,2,2,158171.36,0,4
4552,795,1,29,4,2,155711.64,0,2
6139,628,0,55,7,3,85890.75,1,0
2343,565,0,38,7,2,83844.79,0,3
1266,601,1,39,3,1,41777.9,1,2
5272,802,1,40,4,2,81908.09,0,2
476,614,0,37,6,2,139377.24,1,0
4338,434,1,55,6,1,73562.05,1,0
5583,522,1,32,8,2,165786.1,0,2
5283,550,1,36,2,2,174921.91,0,2
2758,599,1,25,3,2,120790.02,0,4
2275,493,0,36,5,2,56092.51,0,0
3855,755,1,34,3,2,158816.03,0,3
5783,605,0,62,4,2,125660.99,0,2
9,708,1,41,0,1,128400.62,0,3
879,699,1,44,8,1,107181.22,0,4
6572,763,0,53,4,1,77203.72,1,2
5559,743,1,25,6,2,129740.11,0,0
3856,660,0,48,0,2,187604.97,1,2
4394,619,1,38,10,1,184754.26,0,2
491,739,1,32,3,1,63981.37,1,3
3191,769,1,60,9,1,192831.67,1,0
596,692,1,69,10,1,70849.47,0,1
4,560,0,30,0,1,27914.95,0,4
4594,607,0,48,4,3,173568.3,1,0
5880,630,1,29,6,1,9324.31,1,2
3856,767,0,45,7,2,26628.88,1,1
1694,543,0,34,8,2,145601.8,0,1
3440,776,1,39,8,2,144496.07,0,2
6237,535,1,58,1,2,11779.98,1,4
1002,549,1,36,6,1,83983.39,1,0
2662,844,0,28,4,2,123318.37,0,3
4050,586,0,47,5,2,65481.86,0,1
4095,583,1,40,3,2,47728.0,0,2
884,701,1,26,5,1,59195.05,0,4
1252,726,1,28,2,1,98060.51,0,3
5589,829,1,36,4,2,90106.94,0,3
2690,749,1,38,9,1,13549.34,0,1
971,743,0,46,9,1,113436.08,0,0
910,619,0,56,7,2,42442.21,0,3
6389,699,1,22,9,1,68297.61,1,2
2674,749,1,36,7,2,80134.65,0,3
3777,600,0,29,6,2,96051.1,0,0
3695,760,1,38,3,1,80682.35,0,1
3798,528,1,32,2,1,111149.98,0,2
2001,630,0,26,5,2,182612.38,0,4
2396,683,0,39,2,2,109201.43,0,4
2653,677,0,26,6,1,151146.67,0,1
4557,669,1,29,9,1,93901.61,0,0
6116,693,1,43,6,1,36342.79,0,4
3161,612,0,52,5,1,98302.57,1,4
3869,719,1,44,4,1,84972.9,1,0
3777,702,1,26,2,1,108747.12,1,3
2252,755,1,29,9,1,21862.19,0,1
550,514,1,26,1,2,121551.93,0,3
6605,753,0,40,0,2,177065.24,1,2
4395,548,0,36,2,2,140460.01,0,4
4329,850,1,28,2,2,35337.31,0,2
6124,612,0,38,7,1,193502.93,0,4
4617,628,1,33,8,1,32174.03,0,0
5548,479,1,47,6,1,5811.9,1,3
4286,724,0,41,5,1,149593.61,0,1
2005,512,1,41,7,1,37439.9,1,0
1357,638,0,43,3,1,142763.51,1,2
4371,834,1,40,7,2,45038.74,0,4
4220,781,1,29,9,2,172097.4,0,2
5371,707,0,48,7,1,180344.69,1,1
2682,670,1,22,2,1,37392.56,0,4
2249,663,0,33,8,1,36864.05,0,2
4431,624,0,23,5,2,132418.59,0,0
812,598,0,34,4,2,60894.26,0,2
844,619,1,23,5,1,143913.33,0,2
1896,792,0,70,3,2,172240.27,0,4
4628,683,0,26,7,2,86619.77,0,2
4685,691,0,33,6,2,164074.89,0,4
5282,765,0,33,5,1,69039.43,0,2
1973,508,1,49,1,2,132468.76,1,4
2202,637,0,33,9,1,65316.5,0,4
4301,667,0,44,5,2,57164.19,0,1
4192,575,0,22,8,1,34397.08,0,2
6050,744,0,46,1,3,177431.59,1,4
4617,567,0,41,9,1,142009.46,1,3
6622,502,0,35,6,2,80618.47,0,3
2838,609,0,53,6,2,124218.27,0,1
853,715,1,37,9,1,85286.3,0,4
3800,541,1,32,8,2,40889.14,0,2
6365,850,0,71,4,2,107236.87,0,4
855,595,1,23,7,2,168085.97,0,0
4259,650,0,28,5,3,146663.43,1,4
985,625,0,44,7,1,4791.8,0,0
867,817,1,59,1,1,120819.58,0,3
94,526,1,49,2,1,114539.67,1,1
3007,850,0,34,4,2,154000.99,0,3
4289,598,0,40,2,1,137980.58,1,1
6109,613,1,36,9,1,83343.73,0,2
5383,709,1,62,3,2,82195.15,0,4
1971,678,0,27,5,2,149550.95,0,2
4034,720,1,71,5,2,197688.5,0,4
6612,662,1,26,0,2,72929.96,0,0
5662,525,1,51,10,3,171045.35,1,1
6398,662,1,31,3,2,27731.05,0,4
4028,770,0,33,6,2,126131.9,0,2
6141,721,0,33,4,1,103931.49,0,1
6113,633,1,58,2,2,147635.33,1,4
6600,701,1,51,9,2,61961.57,0,2
2524,556,1,42,0,2,125435.47,1,2
4145,639,1,66,0,2,42240.54,0,2
6549,632,1,50,2,2,57942.88,0,4
3838,456,1,29,5,1,153419.62,0,3
605,729,0,38,10,2,189727.12,0,3
3877,632,0,34,2,2,165385.55,0,2
3870,433,1,34,9,1,19687.99,0,4
2,802,0,60,3,1,39473.63,1,0
6599,670,1,25,7,2,144723.38,0,1
828,738,0,40,6,2,194895.57,1,1
2088,706,1,34,0,2,77271.91,0,0
2423,592,0,70,5,2,105096.82,1,3
4323,522,0,41,7,2,176780.39,0,2
6399,746,1,48,5,1,153786.46,1,4
3483,651,1,42,2,2,43612.06,0,0
5372,494,1,28,9,2,79479.74,0,4
3780,753,0,46,9,3,92320.37,1,2
4098,671,1,36,2,1,193201.86,0,1
3190,696,1,42,4,1,126353.13,1,1
4486,577,1,43,3,2,135008.92,0,2
5663,587,1,36,1,2,17135.6,0,4
1267,712,1,37,7,2,60651.77,0,4
596,498,1,35,2,2,188343.05,0,2
4408,660,1,37,2,1,23291.83,0,4
3871,678,1,29,6,2,64443.75,0,2
4555,530,1,37,8,2,287.99,0,1
460,559,0,48,2,2,137961.41,0,1
45,624,1,42,3,1,72169.95,1,3
725,592,1,28,5,1,39608.58,0,3
5688,767,1,48,9,2,175458.21,0,1
1686,653,0,38,5,2,89524.83,0,0
6399,678,1,27,2,2,13221.25,0,4
3415,586,0,42,2,1,102889.34,0,4
3140,550,0,40,8,1,166468.21,1,3
1716,643,1,28,9,2,27149.27,0,2
3451,612,1,39,5,1,59601.15,0,2
579,674,0,27,4,1,22026.18,0,3
3779,657,1,29,7,1,153059.62,0,3
4552,724,0,35,0,2,167313.07,0,1
3733,500,0,34,4,2,12833.96,0,2
5367,688,1,20,8,2,197582.79,0,3
2197,599,1,50,3,1,4033.39,1,2
4651,631,1,29,7,2,125877.22,0,3
886,634,1,52,1,2,176913.42,0,2
6450,545,1,37,3,1,105476.65,0,1
4555,644,1,18,8,2,59172.42,0,4
2201,690,0,54,1,1,108731.02,1,4
6451,711,0,34,6,2,175310.38,0,2
3934,712,0,29,8,1,38170.04,0,0
845,627,1,27,1,1,105887.04,0,3
2707,694,1,39,3,1,95625.03,0,0
607,534,1,35,4,2,9541.15,0,3
826,603,1,45,9,1,148516.79,0,1
98,808,0,33,2,1,113907.8,0,2
6549,723,1,30,1,3,164647.72,1,1
3800,585,0,35,2,2,98621.04,1,2
3191,706,1,34,8,2,37479.97,0,2
2668,671,0,31,6,2,15846.42,0,2
1269,597,1,43,2,1,5104.08,1,3
5685,646,0,43,8,1,61937.6,0,0
1003,801,0,46,6,2,170008.74,0,2
1033,731,0,33,5,2,165000.68,0,2
1310,620,0,25,1,1,76197.05,0,0
5589,484,1,40,7,2,118045.98,0,2
2688,647,1,47,5,2,157360.9,0,3
747,688,0,40,8,2,196226.38,0,3
6561,680,1,30,4,2,44384.57,1,4
3521,689,0,46,7,2,72993.65,0,3
6365,513,1,34,7,1,124571.09,0,4
4682,553,1,35,2,2,43640.16,0,4
2682,689,1,47,2,2,31121.42,0,2
3801,517,1,46,4,1,22372.78,0,1
5783,731,1,37,8,2,170338.35,0,0
4341,687,0,47,1,1,158845.49,1,0
6041,507,1,32,7,2,67926.18,0,1
5622,468,0,22,1,1,194783.12,0,3
4376,682,0,58,4,1,176036.01,0,4
817,603,0,24,3,1,198826.03,1,0
6238,522,1,25,1,1,168683.57,0,1
1968,629,1,41,10,1,6936.27,0,1
3483,729,0,32,7,1,179230.23,0,2
2025,574,0,39,5,1,103421.91,0,1
3304,677,0,39,0,2,147578.26,0,3
552,627,1,28,5,1,130504.49,0,3
892,788,1,36,10,1,16149.13,0,1
4660,697,1,63,7,1,118862.08,1,1
3699,578,1,45,1,1,143397.14,1,1
843,519,1,48,10,1,137959.0,0,1
4311,632,0,40,9,1,93702.96,1,4
3764,679,0,39,4,1,172939.3,1,0
110,699,1,30,9,1,108162.13,0,2
5781,615,1,64,0,2,35896.09,0,4
3991,622,1,36,9,2,104852.6,0,2
2546,755,0,28,7,1,188850.89,0,4
4316,767,0,42,2,1,28615.8,0,3
3519,752,0,38,10,2,172001.44,0,2
2561,633,0,26,8,1,60116.57,0,4
3025,717,0,59,4,2,170528.63,0,2
430,585,1,45,0,2,189683.7,0,4
4298,751,0,37,9,2,49734.94,0,1
6546,754,1,65,1,1,121529.59,1,3
4140,495,1,47,10,1,71071.47,0,2
5650,650,1,34,4,1,142995.32,0,0
5291,529,0,31,6,1,13054.25,0,0
4049,585,0,43,2,2,89402.54,0,0
6463,668,1,32,1,1,111241.37,0,4
128,591,0,38,2,1,119638.85,0,2
1028,731,1,19,6,2,151581.79,0,1
6459,754,0,45,6,1,73881.68,1,0
3139,650,0,46,9,2,176902.83,0,1
3871,588,1,41,2,2,7034.94,0,2
4106,712,0,29,7,1,122547.58,0,0
5577,691,0,34,7,2,161559.12,0,2
4513,771,0,41,10,4,137510.41,1,2
900,678,0,39,6,1,185366.56,0,1
894,719,0,40,9,2,182224.14,0,4
138,610,1,36,7,1,42581.04,0,3
4571,722,1,37,9,2,31921.95,0,2
860,758,0,23,5,1,102460.84,1,2
4771,709,0,32,2,2,109681.29,0,3
6391,634,0,53,3,2,106345.05,1,1
4571,678,0,49,1,2,102472.9,0,4
2578,633,1,35,3,2,36249.76,0,4
2688,710,1,43,9,1,32996.89,1,2
917,640,1,45,8,1,195123.94,0,0
6739,656,1,63,8,2,57014.43,0,3
2015,551,0,59,2,1,159483.76,1,1
4075,786,0,39,7,2,100929.59,0,0
836,561,0,49,8,2,12513.07,0,1
5274,807,1,42,5,2,74900.9,0,1
3139,602,1,38,2,2,137111.89,0,3
862,727,0,31,3,2,60212.51,0,3
2267,678,1,40,1,2,187343.4,0,3
3801,730,1,23,8,2,183284.53,0,3
6637,596,0,30,1,2,8125.39,0,1
992,686,1,39,3,2,103220.56,0,3
6136,684,0,26,2,1,96885.19,0,2
3730,797,1,32,1,1,8877.06,0,1
2709,658,0,39,4,1,147530.06,0,1
198,653,0,27,6,2,33389.42,0,1
6201,641,1,37,6,2,45309.24,0,2
5579,656,0,41,6,2,35230.61,0,3
3804,750,0,36,6,2,59816.41,0,4
2269,768,0,40,8,2,69080.46,0,2
6544,568,1,33,7,2,143450.61,0,4
1036,706,1,36,9,2,40774.01,0,1
570,430,0,38,8,1,99377.27,0,1
6131,745,1,35,4,1,133617.43,0,2
2248,747,1,43,1,1,101495.0,1,4
359,657,1,40,7,1,119333.95,1,3
2710,639,0,42,4,2,167682.37,0,0
3870,704,1,44,3,2,152884.85,0,2
841,651,1,23,4,2,70400.86,0,4
6499,706,0,44,2,2,65413.41,0,4
2256,632,1,30,2,2,182728.8,0,0
5650,751,1,42,4,2,81442.6,0,4
551,767,0,35,2,2,144251.38,0,2
6133,741,1,39,5,1,40207.06,0,1
840,651,1,29,3,1,54530.51,1,1
5544,601,1,46,2,1,32683.88,1,4
1964,520,1,34,3,2,104703.96,0,3
748,626,1,27,4,2,26907.43,0,0
2521,811,1,30,6,2,180591.32,0,0
1913,730,0,32,9,1,60905.51,0,0
2248,604,0,47,4,1,47777.15,1,3
3939,499,0,44,6,2,108222.68,0,4
2007,754,1,40,2,1,3554.63,0,0
3734,716,0,29,8,2,78616.92,0,0
6152,636,0,20,10,1,100566.81,0,4
5710,470,0,25,8,2,183259.35,0,2
6095,444,1,43,3,2,159131.21,0,4
5313,809,0,48,2,1,160976.85,1,2
3734,850,0,30,3,2,42933.26,0,2
6226,637,1,27,1,2,91291.2,0,0
5407,512,1,43,1,2,52471.36,0,1
2673,774,0,43,1,1,108804.28,0,0
6114,641,1,57,5,2,122449.18,0,2
6041,586,1,42,6,2,41682.3,0,4
3769,611,1,30,9,2,148887.69,0,0
3161,660,1,31,1,1,137784.25,0,0
6167,532,1,43,9,2,190573.91,1,3
469,557,0,38,2,1,102076.03,0,3
5769,730,1,25,5,1,56307.51,0,4
487,535,0,27,6,2,49775.58,0,3
4523,773,0,36,4,1,4395.45,0,4
1028,510,0,44,4,1,28461.29,1,2
2381,539,1,39,1,1,28184.7,0,4
1353,690,0,48,2,2,3149.1,0,4
4050,821,0,40,1,2,194273.12,0,4
552,687,1,35,1,2,148537.07,0,4
3320,557,0,46,4,2,116378.31,0,4
5581,532,0,37,5,2,6761.84,0,1
602,540,1,39,2,2,81995.92,0,4
6451,705,0,55,8,2,14392.68,0,1
5589,542,0,35,9,2,468.94,1,0
5377,706,1,38,1,2,122379.54,0,3
6742,765,0,56,1,1,13228.93,1,4
986,529,1,67,8,2,154002.02,1,3
3004,714,1,54,7,1,112777.38,0,3
4190,582,1,41,1,1,128528.83,0,1
6056,609,0,40,10,2,170122.22,0,0
3469,518,0,28,9,1,2803.89,0,0
2521,791,1,35,5,1,181918.26,1,4
5694,747,1,42,4,1,115241.96,1,3
4487,565,0,40,2,2,129956.13,0,2
3492,735,1,34,1,1,45858.49,0,0
899,697,0,49,7,4,131083.56,1,4
3788,813,1,27,6,1,46422.46,0,4
3483,772,1,43,6,2,57675.88,0,3
1686,606,0,71,8,2,169741.96,0,1
3691,667,0,42,10,2,26022.37,0,1
631,637,1,40,9,1,125334.16,1,1
6479,542,1,67,10,1,21343.74,0,1
1362,762,0,43,5,1,139971.01,0,3
4687,698,0,39,4,2,47455.82,0,0
881,850,0,32,8,2,55593.8,0,1
1245,621,0,50,5,2,191756.54,1,4
6108,671,0,48,9,2,76373.38,0,2
606,775,1,31,9,2,169278.51,0,0
2282,504,1,34,0,1,136909.88,0,3
6502,751,0,37,3,2,54865.92,0,2
4691,691,1,30,7,2,156529.44,0,0
2683,841,1,32,2,1,113482.2,0,4
4399,709,1,23,8,2,63446.47,0,2
4475,673,1,37,2,1,13624.02,0,4
6165,541,1,37,9,1,148814.54,0,1
1969,661,0,31,3,2,65567.91,0,3
4142,784,0,42,2,2,6409.55,0,3
1345,742,0,35,2,1,126997.53,0,2
3944,850,0,55,7,1,171762.87,1,2
1897,443,0,35,9,1,129031.19,1,1
6751,778,0,48,3,2,182691.31,0,4
4522,529,1,39,6,2,12351.01,0,2
3475,678,0,37,2,1,135123.96,0,1
6140,516,0,65,9,1,181490.42,0,3
465,469,1,35,5,2,186490.37,0,4
539,786,1,40,6,2,41248.8,0,4
3578,703,0,41,6,1,116267.28,0,4
3630,579,1,41,0,1,9201.53,0,3
4369,565,1,38,5,2,80630.32,0,2
810,443,1,44,2,1,159165.7,0,1
6337,589,1,37,7,2,86490.09,1,0
3141,691,0,44,6,2,197572.41,0,3
1023,711,0,28,8,2,105159.89,0,0
4536,775,1,27,4,1,40807.26,0,0
5785,621,1,35,7,1,143.34,0,0
4486,350,1,51,10,1,125823.79,1,0
5661,668,0,30,8,2,138465.7,0,3
2514,633,1,27,3,2,44008.91,0,1
523,697,1,43,8,1,66893.28,1,1
1827,734,0,30,7,1,76503.06,0,3
4300,434,1,41,4,1,56784.11,0,4
6110,646,1,48,8,2,175657.55,0,2
6585,764,1,30,5,2,105155.66,0,2
4571,727,0,41,10,2,47468.56,0,1
6117,724,0,29,6,2,64729.51,0,1
2345,749,1,42,9,1,101108.85,1,3
980,706,0,47,10,1,140938.95,1,1
748,728,1,30,10,1,37662.49,0,3
5692,636,1,44,2,2,86414.41,0,3
4022,634,1,34,3,1,41820.65,0,1
4127,627,1,43,8,1,127734.16,0,4
4397,518,1,59,5,1,123872.0,0,0
2434,687,0,29,7,1,113050.92,0,3
2578,622,0,23,8,2,131389.39,0,0
596,693,0,45,4,2,26589.56,0,4
4556,450,1,25,9,2,195463.35,0,3
1871,664,0,49,5,2,108876.75,1,3
5863,663,0,28,8,2,136054.45,0,4
2390,660,1,34,8,2,182262.66,0,1
917,579,0,29,10,2,129209.09,0,1
2669,655,0,44,6,1,64853.51,1,3
838,683,1,47,1,2,148989.15,0,2
6741,655,0,32,2,1,71047.51,0,0
559,575,0,30,8,2,185341.63,0,0
4556,574,1,30,5,1,137793.35,0,1
4461,795,1,32,2,1,198317.23,0,1
476,776,0,43,4,2,162137.5,0,3
6050,707,0,52,7,1,109688.82,1,1
880,705,0,37,3,1,36320.87,1,2
5647,678,0,44,2,2,31384.86,0,0
3991,663,1,34,10,1,114083.73,0,2
3784,748,1,66,8,1,163331.65,0,1
2484,677,0,34,10,1,50777.77,0,1
4619,634,1,63,10,2,30772.86,1,3
3764,350,0,60,3,1,113796.15,1,3
594,727,1,61,0,2,188729.08,1,1
6050,773,1,51,8,2,86701.4,0,4
1163,675,1,39,1,2,153129.22,0,1
6118,649,0,36,6,1,19825.09,0,3
5406,552,1,29,10,2,12186.83,0,2
897,761,1,62,5,1,86920.97,1,0
5383,622,1,31,7,1,35408.77,0,3
4336,615,1,59,8,2,165576.55,0,1
5925,681,1,31,4,2,48226.76,0,2
606,768,1,30,6,2,199454.37,0,2
3877,617,1,34,9,2,118749.58,0,4
1687,452,0,33,6,2,151623.91,0,4
2657,807,1,37,10,2,172097.95,0,4
2289,567,1,44,9,2,87677.15,0,1
3513,603,1,24,1,2,21858.28,0,0
3690,617,0,37,9,1,123866.28,0,4
2290,701,0,34,3,1,74694.41,0,3
900,820,1,39,9,1,16770.31,1,1
4489,438,1,60,7,1,49424.6,0,0
3800,600,0,27,6,2,172031.22,0,2
6451,782,1,34,9,1,183021.06,1,2
1909,638,0,41,9,1,73979.85,1,3
4307,850,1,27,1,2,26265.18,0,4
3701,741,0,19,8,2,24857.25,0,3
6135,689,1,73,1,1,167969.15,0,2
601,743,0,35,1,1,189307.7,0,4
6390,493,0,36,2,2,99770.3,0,4
6637,416,1,35,8,1,119712.78,0,4
2005,725,0,25,9,2,168607.74,0,3
4152,497,1,34,2,2,83087.13,0,0
4772,537,1,66,8,2,130664.79,0,3
6461,706,0,29,1,1,133267.69,1,0
6388,651,1,38,2,3,67029.82,1,2
1022,720,1,33,2,2,141031.08,0,1
3870,797,1,45,8,1,125110.02,0,3
2652,543,1,23,5,2,117832.39,0,0
3064,454,1,34,4,2,198817.72,0,0
5698,691,1,37,9,1,146411.6,0,0
4535,510,0,52,6,1,131312.56,1,0
2515,792,0,40,7,1,141652.2,0,2
4288,721,1,41,6,1,64477.25,0,2
2578,765,1,41,2,2,191215.61,0,3
4343,850,1,39,8,2,37090.44,0,1
15,681,1,38,6,2,57517.71,0,0
5622,586,0,60,3,2,63241.21,1,2
841,753,0,36,7,1,44567.83,1,4
1143,593,0,38,5,2,135337.11,0,2
908,674,0,21,9,2,33964.03,0,0
4411,610,0,35,7,1,61623.19,0,4
5393,652,1,26,3,2,168989.77,0,1
1913,850,0,26,8,1,74425.41,0,1
6752,740,0,51,4,2,178929.84,0,4
5784,637,1,43,1,2,101382.86,1,2
4557,685,1,31,7,2,180769.55,0,4
6163,558,1,40,4,1,92378.54,0,2
973,677,0,37,3,2,38252.25,0,0
3935,592,1,36,10,1,146111.35,0,4
370,652,1,36,9,1,72350.17,0,3
1718,662,0,42,6,1,48242.38,0,0
881,543,1,64,4,2,148305.82,0,0
592,675,0,50,1,1,8270.06,0,4
1361,643,0,35,6,2,41549.64,0,2
93,611,0,49,9,2,138656.81,1,1
2781,412,1,29,5,2,12510.53,0,1
2011,638,1,41,7,2,43889.41,0,4
3735,824,0,38,3,2,192800.25,0,1
4478,683,0,40,1,2,75762.0,0,2
98,562,0,39,6,1,9854.72,1,1
6124,599,0,41,2,1,115724.78,0,3
6541,753,1,35,4,2,106303.4,0,2
3788,594,1,50,7,1,183868.01,0,4
6392,657,1,34,3,1,153895.46,0,0
875,716,1,34,9,1,66695.71,0,0
3519,850,1,43,7,2,173851.11,0,0
5683,664,1,46,2,1,177423.02,1,0
3005,558,1,33,0,1,109096.71,1,4
570,606,1,40,1,2,166656.18,0,0
196,776,1,33,2,2,176921.0,0,2
1909,557,1,36,1,1,98413.1,0,1
1967,614,0,27,9,2,77500.81,0,2
823,620,1,42,4,1,119747.08,0,0
4514,695,1,35,7,2,160387.98,0,0
900,729,0,39,1,1,193715.0,0,1
4401,571,0,53,2,2,28045.77,0,0
900,457,1,40,10,2,150757.35,0,4
4271,559,0,29,3,1,82252.28,0,3
2581,664,0,38,4,2,154395.56,0,1
1979,500,0,50,5,4,83866.35,1,0
851,782,1,42,7,1,39830.1,0,0
844,708,1,38,8,1,12429.22,0,0
3685,681,1,43,3,1,18772.5,1,1
6550,674,0,39,6,2,9574.83,0,0
6109,697,1,43,10,1,188486.94,0,0
4057,774,0,26,5,2,64716.08,0,0
857,624,1,36,6,2,84749.96,0,2
2525,747,1,37,1,2,180551.76,0,3
546,715,0,32,10,2,60907.49,0,4
3459,808,1,24,4,1,174107.04,0,0
3162,678,0,43,7,1,110405.9,0,3
3778,813,1,59,2,1,187636.06,1,2
4124,687,1,38,8,2,66580.13,1,0
4099,832,0,29,5,2,178779.52,0,2
861,668,1,72,2,2,70783.61,0,1
6549,526,1,34,3,1,46772.36,0,4
5579,457,0,38,7,1,163327.27,0,1
824,649,0,38,8,1,103760.53,0,4
6572,669,0,41,0,2,107839.03,0,1
971,668,1,42,8,1,32900.41,1,0
2676,466,0,30,3,1,193984.6,0,1
2118,685,1,30,2,2,140889.32,0,1
5370,610,1,34,0,1,125646.82,0,2
4057,582,0,50,6,2,20344.02,0,4
